0,556,10,66,9,50,99,4,0,14,0,5,19,2,1,0,50,53,251,7,0,0,51,200,0,10,13,100,0,0,54,19,-3999,-12482,10071,-140,37,93
0,562,5,66,9,42,105,1,0,15,0,6,27,0,2,0,31,52,251,8,0,0,56,173,0,9,3,95,0,0,41,4,-3889,-12556,10427,-52,-58,118
2,568,3,68,9,36,103,1,0,15,0,8,20,0,2,1,38,47,272,8,0,0,54,171,0,9,4,91,0,0,39,17,-4363,-12419,10306,-131,-31,118
1,569,4,67,9,44,86,0,0,19,0,5,20,0,2,0,33,43,274,8,1,0,54,181,0,9,4,107,0,1,44,4,-3775,-12389,10339,-252,-79,79
1,570,3,76,10,42,93,2,0,15,0,5,20,1,0,0,28,46,287,8,0,0,55,192,0,9,4,97,0,0,39,5,-3888,-12581,10256,-177,-115,56
1,566,2,68,9,40,97,2,0,15,0,5,20,0,0,0,30,47,274,8,3,0,54,189,0,9,5,93,0,0,40,5,-3873,-12515,10386,16,-36,59
1,567,2,71,10,40,102,1,0,15,0,5,20,0,1,0,28,44,290,7,0,0,54,173,0,9,4,93,0,0,39,5,-3816,-12431,10258,-60,-43,66
1,577,6,68,9,41,91,1,0,14,0,14,20,0,1,0,45,50,271,7,0,0,54,171,0,9,4,94,0,0,39,6,-3775,-12456,10425,-243,-171,3
1,579,2,66,9,49,102,1,0,23,0,5,22,0,1,0,58,46,271,7,2,0,53,170,0,9,4,113,0,0,40,5,-3848,-12553,10491,-220,-206,-13
3,565,2,65,10,41,104,1,0,14,0,6,20,0,1,0,50,46,271,12,0,0,53,166,0,10,11,96,0,0,40,5,-3753,-12577,10572,-81,-185,3
2,565,3,67,9,40,102,2,0,15,0,12,20,3,2,0,51,47,269,7,1,0,54,167,0,9,4,98,0,0,40,13,-3746,-12589,10353,-87,-177,34
1,574,3,75,15,35,104,2,0,14,0,5,23,0,1,0,50,50,277,18,0,0,54,167,0,10,4,96,0,0,40,7,-3785,-12505,10373,-246,-139,43
3,569,9,66,10,33,105,1,0,14,0,6,21,2,1,0,50,57,281,7,0,0,57,170,0,10,4,99,2,0,41,7,-3861,-12503,10380,-382,-113,76
1,570,3,68,9,31,102,1,0,15,0,6,20,0,1,0,50,51,271,7,0,0,54,170,1,9,4,95,0,0,41,5,-3875,-12450,10162,-382,-113,76
1,570,6,75,9,29,103,9,0,14,0,5,20,0,1,0,51,52,268,7,0,0,54,176,0,9,4,98,0,2,41,5,-3713,-12395,10217,-201,-137,-68
2,571,3,66,17,32,99,2,0,20,0,6,20,0,1,0,50,52,268,14,0,0,55,169,0,10,8,105,0,0,41,5,-3705,-12366,10150,-125,-144,-64
3,571,3,66,16,28,96,2,0,14,0,6,20,0,1,0,64,53,269,8,0,0,54,189,0,10,4,120,0,0,40,9,-3915,-12401,10161,18,-56,16
2,571,3,67,11,30,92,4,0,14,0,5,30,0,2,0,51,53,266,7,0,0,66,176,0,10,4,104,0,0,41,5,-4002,-12237,10133,110,131,160
